title,genre,production_company,actors,description,votes,reviews_from_users,reviews_from_critics,director,weighted_average,IMDb Score,Information,title_lower
Midnight Express,"Biography, Crime, Drama",Columbia Pictures,"Brad Davis, Irene Miracle, Bo Hopkins, Paolo Bonacelli, Paul L. Smith, Randy Quaid, Norbert Weisser, John Hurt, Mike Kellin, Franco Diogene, Michael Ensign, Gigi Ballista, Kevork Malikyan, Peter Jeffrey, Joe Zammit Cordina","Billy Hayes (Brad Davis), an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",67439,282.0,66.0,,7.142405862713018,7.6,"Billy Hayes (Brad Davis), an American college student, is caught smuggling drugs out of Turkey and thrown into prison.Brad Davis Irene Miracle Bo HopkinsBiography, Crime, Dramanan",midnight express
Tusk,Drama,Yang Films,"Cyrielle Clair, Anton Diffring, Serge Merlin, Christopher Mitchum, Michel Peyrelon, Sukumar Anhana, B. Chandrasherkhra, Oriole Henry, Andy Jenny, Krake, C.S. Lalitha, Lalitha, Nadar, B.N.K. Nagaraj, Retha","An English girl and an Indian elephant, born on the same day, share a common destiny.",387,5.0,5.0,Kevin Smith,6.082657680526867,5.0,"An English girl and an Indian elephant, born on the same day, share a common destiny.Cyrielle Clair Anton Diffring Serge MerlinDramaKevin Smith",tusk
,"Comedy, Drama, Horror",SModcast Pictures,"Michael Parks, Justin Long, Genesis Rodriguez, Haley Joel Osment, Johnny Depp, Harley Morenstein, Ralph Garman, Jennifer Schwalbach Smith, Harley Quinn Smith, Lily-Rose Depp, Ashley Greene, Douglas Banks, Matthew Shively",A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.,42364,381.0,273.0,Kevin Smith,5.62720573538173,5.3,"A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.Michael Parks Justin Long Genesis RodriguezComedy, Drama, HorrorKevin Smith",tusk
The Amityville Horror,Horror,American International Pictures (AIP),"James Brolin, Margot Kidder, Rod Steiger, Don Stroud, Murray Hamilton, John Larch, Natasha Ryan, K.C. Martel, Meeno Peluce, Michael Sacks, Helen Shaver, Amy Wright, Val Avery, Irene Dailey, Marc Vahanian","Newlyweds move into a large house where a mass murder was committed, and experience strange manifestations which drive them away.",33174,296.0,125.0,Andrew Douglas,6.151436714691694,6.2,"Newlyweds move into a large house where a mass murder was committed, and experience strange manifestations which drive them away.James Brolin Margot Kidder Rod SteigerHorrorAndrew Douglas",the amityville horror
,Horror,Metro-Goldwyn-Mayer (MGM),"Ryan Reynolds, Melissa George, Jesse James, Jimmy Bennett, Chloë Grace Moretz, Rachel Nichols, Philip Baker Hall, Isabel Conner, Brendan Donaldson, Annabel Armour, Rich Komenich, David Gee, Danny McCarthy, Nancy Lollar, José Taitano",Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.,100827,541.0,190.0,Andrew Douglas,6.021931857024437,6.0,Newlyweds are terrorized by demonic forces after moving into a large house that was the site of a grisly mass murder a year before.Ryan Reynolds Melissa George Jesse JamesHorrorAndrew Douglas,the amityville horror
Delirium,Thriller,Delirium Associates,"Turk Cekovsky, Debi Chaney, Terry TenBroek, Barron Winchester, Bob Winters, Garrett Bergfeld, Nick Panouzis, Harry Gorsuch, Chris Chronopolis, Lloyd Schattyn, Jack Garvey, Mike Kalist, Myron Kozman, Pat Knapko, Letty Garris","An ex-soldier is hired by local right-wingers as a vigilante to clean up criminals and street people. However, he freaks out and starts killing off everybody.",209,12.0,13.0,Dennis Iliadis,6.080703483849876,3.8,"An ex-soldier is hired by local right-wingers as a vigilante to clean up criminals and street people. However, he freaks out and starts killing off everybody.Turk Cekovsky Debi Chaney Terry TenBroekThrillerDennis Iliadis",delirium
,"Horror, Thriller",Appian Way,"Topher Grace, Genesis Rodriguez, Patricia Clarkson, Callan Mulvey, Robin Thomas, Harry Groener, Daisy McCrackin, Jorge-Luis Pallo, Cody Sullivan, Braden Fitzgerald, Josh Harp","A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to believe it is haunted.",5122,84.0,22.0,Dennis Iliadis,6.0381683997162146,5.7,"A man recently released from a mental institute inherits a mansion after his wealthy parents die. After a series of disturbing events, he comes to believe it is haunted.Topher Grace Genesis Rodriguez Patricia ClarksonHorror, ThrillerDennis Iliadis",delirium
,Horror,Mardell Productions,"Nathan Polzin, Jolene Kay, Taylor Pigeon, Shalaina Castle, Chris Gann, Shawn O'Malley, Sam Spade, Fabian Alomar, Jim Collins, Elizabeth Colunga, Tony Cuviello, James Duval, Zachary Haas, Melissa LeEllen, Sarah Mandell","Emily has mysteriously returned home to her mother and stepfather, after being missing for over a year - and something came with her.",227,10.0,4.0,Dennis Iliadis,6.072454172678904,2.9,"Emily has mysteriously returned home to her mother and stepfather, after being missing for over a year - and something came with her.Nathan Polzin Jolene Kay Taylor PigeonHorrorDennis Iliadis",delirium
,"Horror, Thriller",Martini Films,"Mike C. Manning, Griffin Freeman, Ryan Pinkston, August Roads, Seth Austin, Lindsay Bushman, Callan Taylor, Teresa Navarro, Nia Bois, Ian Bamberg, Troy Osterberg, Nicholas Scott, BJ Mitchell, Travis Michael Myers, Jonathan Devereaux","A group of young men dare a classmate to reach the porch of a legendary old house, said to be haunted by the thirteen victims of a family massacre. In hopes of making a viral video they arm...",699,18.0,6.0,Dennis Iliadis,6.029835193208838,3.2,"A group of young men dare a classmate to reach the porch of a legendary old house, said to be haunted by the thirteen victims of a family massacre. In hopes of making a viral video they arm...Mike C. Manning Griffin Freeman Ryan PinkstonHorror, ThrillerDennis Iliadis",delirium
,Comedy,Aicon Music Pictures,"Ricardo Darín, Emiliano Carrazzone, Ramiro Archain, Miguel Dileme, Florencia Miller, Catalina Dlugi, Susana Giménez, Diego Torres",A group of friends is looking for a change in their lives . Believing that a film will bring them fame and wealth embark on the project without more knowledge but with great actor like hook : Ricardo Darin .,332,1.0,,Dennis Iliadis,6.077978721442898,4.4,A group of friends is looking for a change in their lives . Believing that a film will bring them fame and wealth embark on the project without more knowledge but with great actor like hook : Ricardo Darin .Ricardo Darín Emiliano Carrazzone Ramiro ArchainComedyDennis Iliadis,delirium
Going in Style,"Comedy, Crime, Drama",Warner Bros.,"George Burns, Art Carney, Lee Strasberg, Charles Hallahan, Pamela Payton-Wright, Siobhan Keegan, Brian Neville, Constantine Hartofolis, Mary Testa, Jean Shevlin, James Manis, Tito Goya, William Pabst, Christopher Wynkoop, John McComb",Three friends who are living on the dole decide to organize a bank robbery.,2710,30.0,15.0,,6.18121366181282,7.1,"Three friends who are living on the dole decide to organize a bank robbery.George Burns Art Carney Lee StrasbergComedy, Crime, Dramanan",going in style
,"Comedy, Crime",De Line Pictures,"Michael Caine, Alan Arkin, Ann-Margret, Matt Dillon, Joey King, Christopher Lloyd, Maria Dizzia, Morgan Freeman, John Ortiz, Siobhan Fallon Hogan, Peter Serafinowicz, Kenan Thompson, Josh Pais, Richie Moriarty, Seth Barrish","Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",69050,158.0,185.0,,6.449333502033685,6.6,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.Michael Caine Alan Arkin Ann-MargretComedy, Crimenan",going in style
Gol Maal,"Comedy, Romance",Rupam Chitra,"Amol Palekar, Bindiya Goswami, Deven Verma, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Yunus Parvez, Utpal Dutt, Ashwani, Harish Magon, Bhola, Amol Sen, Siddharth",A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,16100,27.0,4.0,Hrishikesh Mukherjee,6.980345290487613,8.6,"A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.Amol Palekar Bindiya Goswami Deven VermaComedy, RomanceHrishikesh Mukherjee",gol maal
The Great Gambler,"Action, Crime, Romance",Associated Films & Finance Corporation,"Amitabh Bachchan, Zeenat Aman, Neetu Singh, Prem Chopra, Utpal Dutt, Madan Puri, Om Shivpuri, Iftekhar, Sujit Kumar, Roopesh Kumar, Helen, Madhu Malhotra, Jagdish Raj, Keshav Rana, Brahm Bhardwaj","Jai (Amitabh Bachchan) is an expert gambler, and has been so as long as he can remember, and has never lost a game. These skills bring him to the attention of the underworld don Saxena (...",510,5.0,1.0,Shakti Samanta,6.1053996807565145,6.6,"Jai (Amitabh Bachchan) is an expert gambler, and has been so as long as he can remember, and has never lost a game. These skills bring him to the attention of the underworld don Saxena (...Amitabh Bachchan Zeenat Aman Neetu SinghAction, Crime, RomanceShakti Samanta",the great gambler
The In-Laws,"Action, Adventure, Comedy",Warner Bros.,"Peter Falk, Alan Arkin, Richard Libertini, Nancy Dussault, Penny Peyser, Arlene Golonka, Michael Lembeck, Paul L. Smith, Carmine Caridi, Ed Begley Jr., Sammy Smith, James Hong, Barbara Dana, Rozsika Halmos, Álvaro Carcaño","On the eve of their children's marriage, NYC in-laws Sheldon Kornpett and Vince Ricardo embark on a series of misadventures involving the CIA, the Treasury Department and Central American dictators.",7037,92.0,31.0,Andrew Fleming,6.32848218423653,7.3,"On the eve of their children's marriage, NYC in-laws Sheldon Kornpett and Vince Ricardo embark on a series of misadventures involving the CIA, the Treasury Department and Central American dictators.Peter Falk Alan Arkin Richard LibertiniAction, Adventure, ComedyAndrew Fleming",the in-laws
,"Action, Comedy, Thriller",Franchise Pictures,"Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney, Albert Brooks, Boyd Banks, Susan Aceron, Lindsay Sloane, Maria Ricossa, Ryan Reynolds, Tseng Chang, Tamara Gorski, Matt Birman, A. Russell Andrews, Richard Waugh","Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.",15695,102.0,66.0,Andrew Fleming,5.959083270913434,5.7,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.Michael Douglas Michael Bodnar Vladimir RadianAction, Comedy, ThrillerAndrew Fleming",the in-laws
The Main Event,"Comedy, Romance, Sport",First Artists,"Barbra Streisand, Ryan O'Neal, Paul Sand, Whitman Mayo, Patti D'Arbanville, Chu Chu Malave, Richard Lawson, James Gregory, Richard Altman, Seth Banks, Lindsay Bloom, Earl Boen, Roger Bowen, Badja Djola, Rory Calhoun",A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn't fond of.,2507,15.0,9.0,,6.057954996678882,5.6,"A bankrupt entrepreneur attempts to recoup some of her losses by getting a washed-out boxer she picked up as a tax loss back into the ring - an idea her protégé isn't fond of.Barbra Streisand Ryan O'Neal Paul SandComedy, Romance, Sportnan",the main event
1922,"Biography, Drama, History",Greek Film Center,"Antigoni Amanitou, Zaharias Rohas, Nikos Kapios, Vasilis Kolovos, Olga Tournaki, Betty Valassi, Eleonora Stathopoulou, Vasilis Laggos, Yorgos Charalabidis, Vasos Andronidis, Grigoris Dounis, Vasilis Tsaglos, Mihalis Giannatos, Katerina Gogou, Olia Lazaridou","Based on the book by Ilias Venezis ""The Number 31328"", the film by Nikos Koundouros unfolds through the personal tragedies of three characters, the Asia Minor Disaster and the agonizing ...",214,4.0,,Zak Hilditch,6.097595848346087,6.2,"Based on the book by Ilias Venezis ""The Number 31328"", the film by Nikos Koundouros unfolds through the personal tragedies of three characters, the Asia Minor Disaster and the agonizing ...Antigoni Amanitou Zaharias Rohas Nikos KapiosBiography, Drama, HistoryZak Hilditch",1922
,"Crime, Drama, Horror",Campfire,"Thomas Jane, Molly Parker, Dylan Schmid, Kaitlyn Bernard, Neal McDonough, Tanya Champoux, Brian d'Arcy James, Bob Frazer, Eric Keenleyside, Patrick Keating, Danielle Klaudt, Peter New, Peter Hall, Michael Bean, Mark Acheson","A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.",41639,170.0,78.0,Zak Hilditch,6.21573352654728,6.3,"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.Thomas Jane Molly Parker Dylan SchmidCrime, Drama, HorrorZak Hilditch",1922
Opening Night,Drama,Faces Distribution,"Gena Rowlands, John Cassavetes, Ben Gazzara, Joan Blondell, Paul Stewart, Zohra Lampert, Laura Johnson, John Tuell, Ray Powers, John Finnegan, Louise Lewis, Fred Draper, Katherine Cassavetes, Lady Rowlands, Carol Warren",An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.,8006,35.0,55.0,Isaac Rentz,6.502932915116001,8.0,An actress suffers an emotional uproar in her personal life after a fan dies trying to see her.Gena Rowlands John Cassavetes Ben GazzaraDramaIsaac Rentz,opening night
,"Comedy, Musical",Dark Factory Entertainment,"Lauren Lapkus, Topher Grace, Alona Tal, Anne Heche, Taye Diggs, Rob Riggle, Paul Scheer, Brian Huskey, Carlena Britch, Zach Cregger, J.C. Chasez, Lesli Margherita, Johnny Ray Gill, Elisha Yaffe, Nikki Tuazon",A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.,2394,15.0,13.0,Isaac Rentz,6.104591982708763,6.2,"A failed Broadway singer who now works as a production manager must save opening night on his new production by wrangling his eccentric cast and crew.Lauren Lapkus Topher Grace Alona TalComedy, MusicalIsaac Rentz",opening night
Players,"Drama, Romance, Sport",Paramount Pictures,"Ali MacGraw, Dean Paul Martin, Maximilian Schell, Pancho González, Steve Guttenberg, Melissa Prophet, Guillermo Vilas, Ion Tiriac, Dan Maskell, John McEnroe, Ilie Nastase, Tom Gullikson, John Lloyd, Dennis Ralston, Vijay Amritraj",A rising tennis star falls for an older woman engaged with a wealthy man she doesn't love. Will he become the next John McEnroe? Will she choose love over financial security?,226,5.0,4.0,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",6.083959170936293,4.4,"A rising tennis star falls for an older woman engaged with a wealthy man she doesn't love. Will he become the next John McEnroe? Will she choose love over financial security?Ali MacGraw Dean Paul Martin Maximilian SchellDrama, Romance, SportAbbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",players
